"aaggag static 3 0.0 
"
BillyJoe static y 0 5381.060600280762
BillyJoe static o 0 3676.9349575042725
BillyJoe static j 0 1259.7548961639404
BillyJoe static k 0 3044.886827468872
BillyJoe static r 0 3089.4665718078613
BillyJoe static e 0 2429.0902614593506
BillyJoe static r 1 1547.2643375396729
BillyJoe static e 1 1347.0580577850342
BillyJoe static o 1 1599.1542339324951
BillyJoe static k 1 10338.201999664307
BillyJoe static j 1 873.953104019165
BillyJoe static y 1 994.300127029419
BillyJoe static y 1 27185.8651638031
BillyJoe static y 1 114017.45223999023
